owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
BHM SKYTOP TH LLC,284,0,1429 KING AVECOLUMBUS OH 43212,BHM SKYTOP TH LLC 1429 KING AVECOLUMBUS OH 43212,llc,True,False,False,False,institutional,True,"['5280 104 BEECHMONT AVE', '5280 105 BEECHMONT AVE', '5280 106 BEECHMONT AVE', '5280 107 BEECHMONT AVE', '5280 108 BEECHMONT AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (284 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LEES CROSSING LLC,276,0,,,llc,True,False,False,False,institutional,True,"['5355 LEES CROSSING DR', '5355 LEES CROSSING DR', '5355 LEES CROSSING DR', '5355 LEES CROSSING DR', '5355 LEES CROSSING DR']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (276 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MEYER MANAGEMENT INC,88,0,,,corporation,True,False,False,False,institutional,True,"['1233 NEFF AVE', '648 DELHI AVE', '752 DELHI AVE', '750 DELHI AVE', '748 DELHI AVE']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (88 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LMRK OWNER I LLC,83,0,,,llc,True,False,False,False,institutional,True,"['6095 WAYSIDE CT', '2330 W MCMICKEN AVE', '5242 NEWFIELD AVE', '6426 HILLSIDE AVE', 'HILLSIDE AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (83 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LOT KING LIMITED PARTNERSHIP,69,0,,,partnership,True,False,False,False,institutional,True,"['5805 BERTE ST', '5804 PANAMA AVE', '167 RENSLAR AVE', '245 DELTA AVE', '241 DELTA AVE']",1.0,65,tier_2,Partnership (likely investor); Institutional investor (69 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
PENNSYLVANIA LINES LLC,65,0,,,llc,True,False,False,False,institutional,True,"[nan, nan, 'SIXTY-NINTH ST', 'SIXTY-NINTH ST', nan]",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (65 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
TENNYSON HOMEOWN ASSOC INC C/O MANAGEMENT PLUS,47,0,,,corporation,True,False,False,False,institutional,True,"['TENNYSON DR', 'TENNYSON DR', 'TENNYSON DR', 'TENNYSON DR', 'LORD ALFRED CT']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (47 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
HILL COUNTRY LTD,36,0,,,partnership,True,False,False,False,institutional,True,"['5111 ROANOKE ST', '5214 ROANOKE ST', '2876 RIVER RD', '3984 HILLSIDE AVE', '2874 RIVER RD']",1.0,65,tier_2,Partnership (likely investor); Institutional investor (36 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
BLOC MINISTRIES INC,34,0,,,corporation,True,False,False,False,institutional,True,"['715 STATE AVE', '717 NEAVE ST', '718 STATE AVE', '2162 STAEBLER ST', '714 NEAVE ST']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (34 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LA VENTURA LLC,32,0,,,llc,True,False,False,False,institutional,True,"['1729 HEWITT AVE', '3614 EVANSTON AVE', '3621 NEWTON AVE', '3617 NEWTON AVE', '3620 IDLEWILD AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (32 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LRE 2 LLC,32,0,,,llc,True,False,False,False,institutional,True,"['4703 STEWART AVE', '1202 FRANKLIN AVE', '954 MCPHERSON AVE', '1120 WINFIELD AVE', '1238 MCKEONE AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (32 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LITTLE MIAMI INC,29,0,,,corporation,True,False,False,False,institutional,True,"['EAGLESRIDGE LN', 'ROUND BOTTOM RD', 'ROUND BOTTOM RD', 'RIVERSIDE RD', 'RIVERSIDE RD']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (29 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MAJESTIC APARTMENTS LLC,28,0,,,llc,True,False,False,False,institutional,True,"['231 101 OAK ST', '231 102 OAK ST', '231 103 OAK ST', '231 104 OAK ST', '231 105 OAK ST']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (28 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
KMA WESTSIDE DEVELOPMENT INC,27,0,,,corporation,True,False,False,False,institutional,True,"['BARNBOUGLE DR', 'BARNBOUGLE DR', 'BARNBOUGLE DR', 'DONEGAL DR', 'DONEGAL DR']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (27 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LRE 1 LLC,26,0,,,llc,True,False,False,False,institutional,True,"['581 BLAIR AVE', '544 STEWART PL', '6531 PARKLAND AVE', '1253 HENKEL DR', '1128 MANSION AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (26 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
EXCEL DEVELOPMENT CO INC,26,0,,,corporation,True,False,False,False,institutional,True,"['82 E HOLLISTER ST', '2405 AUBURN AVE', '2403 AUBURN AVE', '7166 EASTLAWN DR', '1865 LOSANTIVILLE AVE']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (26 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LIVING SOLUTIONS LLC,26,0,,,llc,True,False,False,False,institutional,True,"['2155 B FULTON AVE', '332 GLENWOOD AVE', '7372 WOODCROFT DR', '11535 12 REGENCY SQUARE CT', '3424 AMBERWAY CT']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (26 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
KROGER CO THE,25,0,,,corporation,True,False,False,False,institutional,True,"['10 E CENTRAL PW', '1021 VINE ST', '1015 VINE ST', '1014 VINE ST', '1014 VINE ST']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (25 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LADISA INVESTMENTS LLC,24,0,,,llc,True,True,False,False,large,True,"['814 816 MAIN ST', '1856 GLENDON PL', '1529 MANSS AVE', '2910 QUEEN CITY AVE', '2702 QUEENSWOOD DR']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (24 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
TENMORE HOLDINGS LLC,23,0,,,llc,True,True,False,False,large,True,"['4916 JAMESON ST', '466 DAYTON ST', '442 DAYTON ST', '442 DAYTON ST', '6829 GRACELY DR']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (23 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
KROGER LIMITED PARTNERSHIP I,22,0,,,partnership,True,False,False,False,large,True,"['6219 CORBLY RD', '4613 MARBURG AVE', '3609 WARSAW AVE', '8241 VINE ST', '8241 VINE ST']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (22 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
GALLENSTEIN INVESTMENTS LLC,22,0,,,llc,True,True,False,False,large,True,"['6101 CREEK RD', '5699 CREEK RD', '5677 CREEK RD', '5633 CREEK RD', '5201 CREEK RD']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (22 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MAGNOLIA HEIGHTS LIMITED PARTNERSHIP,22,0,,,partnership,True,False,False,False,large,True,"['537 E THIRTEENTH ST', '539 E THIRTEENTH ST', '1344 VINE ST', '212 MAGNOLIA ST', '210 MAGNOLIA ST']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (22 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
PILLAR MINISTRIES INC,21,0,,,corporation,True,False,False,False,large,True,"['6272 RUGBY RD', '6268 RUGBY RD', '6256 RUGBY RD', '6242 RUGBY RD', '6240 RUGBY RD']",1.0,64,tier_2,Corporation (likely investor); Large portfolio (21 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
PINEKNOT ASSOCIATES LLC,20,0,,,llc,True,False,False,False,large,True,"['2144 FLORENCE AVE', '2141 GILBERT AVE', '2150 FLORENCE AVE', '2149 GILBERT AVE', '2159 GILBERT AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (20 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LSR LLC,20,0,,,llc,True,False,False,False,large,True,"['2374 BANNING RD', 'NEW HAVEN RD', 'NEW HAVEN RD', 'NEW HAVEN RD', nan]",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (20 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LEVEL 3 COMMUNICATIONS LLC,20,0,,,llc,True,False,False,False,large,True,"[nan, nan, nan, nan, nan]",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (20 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
TERRI MANOR ASSOCIATES LTD,19,0,,,partnership,True,False,False,False,large,True,"['655 NEAVE ST', '661 NEAVE ST', '665 NEAVE ST', '720 STATE AVE', '726 STATE AVE']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
GBC INVESTORS LLC,19,0,,,llc,True,False,False,False,large,True,"['4343 EASTERN AVE', '546 HALE AVE', '6000 ELBROOK AVE', '1937 STATE AVE', '1767 WESTWOOD AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
BLACK FOREST REAL ESTATE LLC,19,0,,,llc,True,True,False,False,large,True,"['5901 BERTE ST', '5907 BERTE ST', '5923 BERTE ST', '5900 PANAMA AVE', '5901 PANAMA AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
LIBERTY ACQUISITIONS LLC,19,0,,,llc,True,True,False,False,large,True,"['3840 SPRING GROVE AVE', '3827 SPRING GROVE AVE', '3832 SPRING GROVE AVE', '3818 SPRING GROVE AVE', '3816 SPRING GROVE AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
